'El dia','Fines de semana','Alimentos preparados','Frias','Necesidad','Salados','Cantidad','Rehidratantes','22.74637,-98.97256
'El dia','Fines de semana','Alimentos preparados','Calientes','Convenencia','Salados','Cantidad','Rehidratantes','22.74637,-98.97256
'La noche','Laborales','Snacks ','Frias','Necesidad','Salados','Cantidad','Rehidratantes','22.74637,-98.97256
'El dia','Laborales','Alimentos preparados','Frias','Convenencia','Salados','Regalos','Energeticas','22.74637,-98.97256
